"","logFC","logCPM","PValue","FDR"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__human_gut",-10.7549004311508,10.6935335345201,0.0188524807627947,0.0611743763527421
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;s__uncultured_organism",-9.17665345091809,9.15175520649631,0.0226875522868287,0.0721464162721152
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;__",3.4216008068584,11.1308135109785,0.0240552781297691,0.0741438085848216
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_prokaryote",-4.61994695632155,11.2267804827692,0.0245487812396947,0.0741438085848216
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__gut_metagenome",-10.2495123467212,10.1961584035766,0.0249666192432275,0.0741438085848216
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;__",-6.16082118557575,9.17969298778045,0.025180916123147,0.0741438085848216
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis",-8.09328165575856,8.13235710572507,0.0298068801831767,0.0861689808931836
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group;__",-4.17620712812624,12.274009325346,0.0322279441428491,0.0915043414055894
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured;s__uncultured_rumen",-9.87964839228215,9.8339791244419,0.032852712117655,0.0916417759071428
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group;s__uncultured_Clostridium",-7.25126440492746,7.37669771185502,0.0351350090167582,0.0963183867873198
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_intestinalis",-9.81330352445373,9.77051266222526,0.0358307060370414,0.096560716269315
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Massiliomicrobiota_timonensis",-8.66277815078959,8.66187293374974,0.0375943615524683,0.0984248249114001
"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;__",-9.42652823482626,9.39426840153792,0.037760467418839,0.0984248249114001
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;__",-2.19340815865651,15.8868622471292,0.0396090109319698,0.100168634035438
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__gut_metagenome",-8.05668804529872,8.09808558371639,0.0396894587687585,0.100168634035438
