#OTU ID	SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
716816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17E-06	0	0	0	0	0	0	0	0
718274	0	0	0	0	0	0	0	0	0	0	0	1.26E-17	0	0	0	0	2.17E-67	0	0	4.95E-259	0	0	3.27E-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-264	0	0	0	0	0	0	0	0	7.66E-34	0	0	0	0	0	0	0
720554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16E-06	5.24e-322	0	0	0	0	0	0	0	0	0	0	0	0	1.06E-06	0	5.65E-06	0	0	0	0	0	0	0	0
741091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.56E-106	0	0	0	0	0	0	0
741093	0	0	0	0	0	0	1.17E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294495	0	0	7.42E-06	0	0	0	0	5.64E-05	8.96E-06	1.48E-05	1.13E-05	2.02E-05	2.14E-05	4.17E-06	0.001745524	4.05E-06	3.94E-05	2.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
743698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-06	0	0	0	0	0
